objectid,bevoegd_gezag_nummer,brinnummer,vestigingsnummer,vestigingsnaam,denominatie,soort_primair_onderwijs,cluster,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_1tm6,lftd_7tm9,lftd_10tm12,lftd_13tm15,lftd_16tm20,lftd_21tm27
303,41631,19QX,19QX00,School voor Speciaal Basisonderwijs De Triade,Openbaar,SBAO,0,Andries Veenstrastraat,27,8471AW,WOLVEGA,98,WESTSTELLINGWERF,Friesland,GGD Frysl‰n,www.detriadewolvega.nl,196446,543864,pc6hnrgeentoev,,74,10,27.5,36.5,0,0,0
304,41631,19RM,19RM00,School voor Speciaal Basisonderwijs De Kampingerhof,Openbaar,SBAO,0,Kampingerhof,2,8431AS,OOSTERWOLDE FR,85,OOSTSTELLINGWERF,Friesland,GGD Frysl‰n,                                                                                ,215511,556142,pc6hnrgeentoev,,84,4,34.75,43.75,1.5,0,0
305,41735,19QG,19QG00,It Heechhof,Openbaar,SBAO,0,'t Swin,8,9201XZ,DRACHTEN,90,SMALLINGERLAND,Friesland,GGD Frysl‰n,www.itheechhof.nl,201904,569790,pc6hnrgeentoev,,159,35.25,63.5,60.25,0,0,0
306,41850,19TP,19TP00,School voor Speciaal Basisonderwijs De Trilker,Openbaar,SBAO,0,Verdistraat,2 -4,8915CD,LEEUWARDEN,80,LEEUWARDEN,Friesland,GGD Frysl‰n,www.trilker.nl,180948,580238,pc6hnr,,125,9.5,53,59.5,3,0,0
307,42546,19RC,19RC00,Openbaar Speciaal Basisonderwijs SBO,Openbaar,SBAO,0,Simmerdyk,3,8601ZP,SNEEK,1900,SUDWEST-FRYSLAN,Friesland,GGD Frysl‰n,www.sbosneek.nl,172068,560669,pc6hnrgeentoev,,111,14.25,38.5,58.25,0,0,0
308,85321,07FF,07FF00,School voor Speciaal Basisonderwijs de Sudwester,Protestants-Christelijk,SBAO,0,Kaatsland,5-B,8608CX,SNEEK,1900,SUDWEST-FRYSLAN,Friesland,GGD Frysl‰n,www.sbo-sudwester.nl,172904,559920,pc6hnr,,328,35.5,107.75,183.25,1.5,0,0
309,20491,02CQ,02CQ00,School voor Speciaal Basisonderwijs De Vlinderboom,Rooms-Katholiek,SBAO,0,Dorpsstraat,10,6681BN,BEMMEL,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.sbodevlinderboom.nl,190433,434072,pc6hnrgeentoev,,259,23.5,77,145,13.5,0,0
310,22453,01FN,01FN00,"School voor Speciaal Basisonderwijs SAM, locatie Bodden Hosang",Algemeen bijzonder,SBAO,0,Boddens Hosangstraat,98,7002JA,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.sbosam.nl,218621,442807,pc6hnrgeentoev,,128,18,46.25,61.5,2.25,0,0
311,22453,03GZ,03GZ00,"School voor Speciaal Basisonderwijs SAM, locatie Calslaan",Algemeen bijzonder,SBAO,0,Vondelstraat,220,7002AW,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.sbosam.nl,217992,442916,pc6hnrgeentoev,,127,24.25,45.5,56.5,0.75,0,0
312,22453,19PA,19PA00,"School voor Speciaal Basisonderwijs SAM, locatie van Limburg Stirum",Algemeen bijzonder,SBAO,0,van Limburg Stirumlaan,5,7003BG,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.sbosam.nl,217893,442251,pc6hnrgeentoev,,177,17.25,63,93.75,3,0,0
313,25897,02AJ,02AJ00,Christelijke School voor Speciaal Basisonderwijs De Vogelhorst,Protestants-Christelijk,SBAO,0,Ds. E. Fransenlaan,1,3772TX,BARNEVELD,203,BARNEVELD,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,168907,459863,pc6hnrgeentoev,,229,32.25,79.5,117.25,0,0,0
314,29810,00KU,00KU00,"SBO de Windroos, locatie Lindenholt",Protestants-Christelijk,SBAO,0,de Gildekamp,6022,6545LX,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,183533,427035,pc6hnrgeentoev,,134,2.25,50.25,80,1.5,0,0
315,29810,15GW,15GW00,"SBO de Windroos, locatie de Goffert",Rooms-Katholiek,SBAO,0,Tapirstraat,2,6532AL,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.sbo-nijmegen.nl,186346,426017,pc6hnrgeentoev,,293,53.75,111.5,126.25,1.5,0,0
316,38001,20NV,20NV00,School voor Speciaal Basisonderwijs De Bolster,Rooms-Katholiek,SBAO,0,Homberg,2994,6601XR,WIJCHEN,296,WIJCHEN,Gelderland,GGD Regio Nijmegen,www.sbodebolster.nl,177643,425030,pc6hnrgeentoev,,123,11.75,47.25,61,3,0,0
317,40812,00IH,00IH00,De Horizon,Rooms-Katholiek,SBAO,0,Groningensingel,1183,6835HZ,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,www.de-horizon.nl,190185,440336,pc6hnrgeentoev,,146,21,58.5,66.5,0,0,0
318,40901,00ZR,00ZR00,School voor Speciaal Basisonderwijs De Schilderspoort,Algemeen bijzonder,SBAO,0,Mercurion,36,6903PZ,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.schilderspoort.nl,202390,439448,pc6hnrgeentoev,,253,32.5,94.75,125.75,0,0,0
319,40972,02NY,02NY00,School voor Speciaal Basisonderwijs St Joris,Rooms-Katholiek,SBAO,0,Kluizeweg,189,6815EC,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,190521,446357,pc6hnrgeentoev,,116,23.25,37.75,55,0,0,0
320,40972,14PO,14PO00,Het Palet,Rooms-Katholiek,SBAO,0,Witsenstraat,2,6813GV,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,188794,445663,pc6hnrgeentoev,,95,1.75,30,62.5,0.75,0,0
321,41144,02CX,02CX00,School voor Speciaal Basisonderwijs Koningin Emma,Protestants-Christelijk,SBAO,0,Scherpencamp,42,3861LT,NIJKERK GLD,267,NIJKERK,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,162147,471455,pc6hnrgeentoev,,104,10.5,40.75,52,0.75,0,0
322,41340,14VI,14VI00,School voor Speciaal Basisonderwijs De Dijk,Rooms-Katholiek,SBAO,0,Heuvel,61 -63,6651DB,DRUTEN,225,DRUTEN,Gelderland,GGD Regio Nijmegen,                                                                                ,169382,433357,pc6hnr,,120,23.25,48.25,48.5,0,0,0
323,41413,19WC,19WC00,School voor Speciaal Basisonderwijs Diekmaat,Openbaar,SBAO,0,Wheemerstraat,10,7161AN,NEEDE,1859,BERKELLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.sbodiekmaat.nl,239243,460956,pc6hnrgeentoev,,185,18.75,69.5,93,3.75,0,0
324,41424,18YH,18YH00,School voor Speciaal Basisonderwijs Koningin Juliana,Protestants-Christelijk,SBAO,0,Oranje Nassaulaan,41,4101JS,CULEMBORG,216,CULEMBORG,Gelderland,GGD Rivierenland,www.julianaschool-culemborg.nl,144769,441073,pc6hnrgeentoev,,120,9.5,41.5,69,0,0,0
325,41461,19QS,19QS00,De Dijk,Openbaar,SBAO,0,Marijkeweg,1,6708AA,WAGENINGEN,289,WAGENINGEN,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,173500,442399,pc6hnrgeentoev,,96,9,33,52.5,1.5,0,0
326,41463,19SN,19SN00,School voor Speciaal Basisonderwijs De Korenburg,Openbaar,SBAO,0,Morsestraat,21-A,7101JA,WINTERSWIJK,294,WINTERSWIJK,Gelderland,GGD Noord- en Oost-Gelderland,www.dekorenburg.nl,246914,443023,pc6hnr,,124,18.75,52.5,52,0.75,0,0
327,41566,19UG,19UG00,School voor Speciaal Basisonderwijs Het Mozaiek,Openbaar,SBAO,0,Paulus Potterstraat,8,7204CV,ZUTPHEN,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,211270,461495,pc6hnrgeentoev,,194,18.75,70,103.75,1.5,0,0
328,41616,20QG,20QG00,Speciaal Basisonderwijs De Boemerang,Openbaar,SBAO,0,Zilverschoon,104,7322GK,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,196064,470859,pc6hnrgeentoev,,170,20.25,64.25,84.75,0.75,0,0
329,41617,19QL,19QL00,SSBO 't Sterrenbos,Openbaar,SBAO,0,van Limburg Stirumstraat,29,6951EB,DIEREN,275,RHEDEN,Gelderland,Hulpverlening Gelderland-Midden,www.sterrenbos-dieren.tk,203814,451967,pc6hnrgeentoev,,113,9.75,38,64.5,0.75,0,0
330,41622,04VC,04VC00,School voor Speciaal Basisonderwijs Toermalijn,Algemeen bijzonder,SBAO,0,Wielkamp,1,5301DB,ZALTBOMMEL,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,www.toermalijnzaltbommel.nl,144949,423613,pc6hnrgeentoev,,93,10.5,24.75,57,0.75,0,0
331,41645,12VW,12VW00,School voor Speciaal Basisonderwijs De Piramide,Openbaar,SBAO,0,Groningensingel,1185,6835HZ,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,www.sbodepiramide-arnhem.nl,190167,440364,pc6hnrgeentoev,,148,21,58.5,67,1.5,0,0
332,41671,02WU,02WU00,Christelijke School voor Speciaal Basisonderwijs De Springplank,Protestants-Christelijk,SBAO,0,Kruithuis,2,3844DH,HARDERWIJK,243,HARDERWIJK,Gelderland,GGD Noord- en Oost-Gelderland,www.sbospringplank.nl,170573,484091,pc6hnrgeentoev,,221,29.5,71,119.75,0.75,0,0
333,41671,05OX,05OX00,Chr School voor Speciaal Basisonderwijs De Arend,Protestants-Christelijk,SBAO,0,Albert Neuhuyslaan,53,8072HJ,NUNSPEET,302,NUNSPEET,Gelderland,GGD Noord- en Oost-Gelderland,www.arendnunspeet.nl,183129,489212,pc6hnrgeentoev,,122,10,39,72.25,0.75,0,0
334,41787,02WC,02WC00,Nieuw Hessen,Protestants-Christelijk,SBAO,0,Hessenweg,4,7121MG,AALTEN,197,AALTEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,237718,438888,pc6hnrgeentoev,,104,15.25,47.5,41.25,0,0,0
335,41876,01ZA,01ZA00,School voor Speciaal Basisonderwijs De Wissel,Algemeen bijzonder,SBAO,0,Bladergroenstraat,3,4002AZ,TIEL,281,TIEL,Gelderland,GGD Rivierenland,www.dewisseltiel.nl,157651,433958,pc6hnrgeentoev,,245,22.25,86,136,0.75,0,0
336,42486,01GQ,01GQ00,RK School voor Speciaal Basisonderwijs Carolus,Rooms-Katholiek,SBAO,0,Cranenburgsestraat,112-C,6561AR,GROESBEEK,241,GROESBEEK,Gelderland,GGD Regio Nijmegen,www.sbocarolus.nl,193458,421505,pc6hnr,,103,9.75,36,57.25,0,0,0
337,42587,14RX,14RX00,School voor Speciaal Basisonderwijs De Regenboog,Protestants-Christelijk,SBAO,0,Generaal Spoorlaan,2 -4,6711LX,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.sboderegenboog-ede.nl,174931,449868,pc6hnr,,166,14.25,59,92,0.75,0,0
338,43487,23XT,23XT00,School voor Speciaal Basisonderwijs Klavervier,Openbaar,SBAO,0,Rijstveld,4,6641SJ,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,180309,430920,pc6hnrgeentoev,,94,13.25,29.5,49,2.25,0,0
339,46724,14VP,14VP00,School voor Speciaal Basisonderwijs St Ludgerus,Rooms-Katholiek,SBAO,0,Varsseveldseweg,47,7131BH,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,235372,444641,pc6hnrgeentoev,,85,12.25,28.75,44,0,0,0
340,72464,01FJ,01FJ00,School voor Speciaal Basisonderwijs De Prinsenhof,Protestants-Christelijk,SBAO,0,Mr. van Hasseltlaan,57,7316DK,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,194123,471022,pc6hnrgeentoev,,264,33,92,138.25,0.75,0,0
341,76806,04CV,04CV00,De Vorm KSBO,Rooms-Katholiek,SBAO,0,Waleweingaarde,114,7329BD,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.vorm.apeldoorn-onderwijs.nl,196400,468055,pc6hnrgeentoev,,86,9.25,33,43.75,0,0,0
342,84515,01ST,01ST00,School voor Speciaal Basisonderwijs Ds D.A. Detmarschool,Reformatorisch,SBAO,0,Het Katsland,4,4051KA,OCHTEN,1740,NEDER-BETUWE,Gelderland,GGD Rivierenland,                                                                                ,167177,435713,pc6hnrgeentoev,,67,10.75,32,24.25,0,0,0
343,84515,24DF,24DF00,School voor Speciaal Basisonderwijs DS D A Detmar,Reformatorisch,SBAO,0,Verlengde Parkweg,47-B,6717GL,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,173337,448695,pc6hnrtoev,,178,31.75,59.75,82.75,3.75,0,0
344,95460,08CG,08CG00,School voor Speciaal Basisonderwijs vd Reijden,Algemeen bijzonder,SBAO,0,Prinses Marijkestraat,10,8162BB,EPE,232,EPE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,195453,484505,pc6hnrgeentoev,,92,9.25,32.25,50.5,0,0,0
345,10426,19ZN,19ZN00,School voor Speciaal Basisonderwijs De Zwaaikom,Openbaar,SBAO,0,Mars,65,9602KZ,HOOGEZAND,18,HOOGEZAND-SAPPEMEER,Groningen,GGD Groningen,www.sbodezwaaikom.nl,246411,574672,pc6hnrgeentoev,,114,12,45,55.5,1.5,0,0
346,30130,22LH,22LH00,De Meerpaal Geref SBO,Gereformeerd vrijgemaakt,SBAO,0,Koperstraat,4,9743RW,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.meerpaalsbo.nl,231303,582300,pc6hnrgeentoev,,96,8.25,38.75,48.25,0.75,0,0
347,40851,02WR,02WR00,School voor Speciaal Basisonderwijs Fiducia,Protestants-Christelijk,SBAO,0,Distributiestraat,1,9728CR,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.fiduciaschool.nl,233495,580023,pc6hnrgeentoev,,150,16.5,59.25,74.25,0,0,0
348,40851,14WU,14WU00,School voor Speciaal Basisonderwijs De Kimkiel,Protestants-Christelijk,SBAO,0,Kluiverboom,9,9732KZ,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,                                                                                ,236645,584024,pc6hnrgeentoev,,166,23,72.75,70.25,0,0,0
349,41215,01KY,01KY00,School voor Speciaal Basisonderwijs De Baldakijn,Algemeen bijzonder,SBAO,0,Vlaanderenlaan,11,9501TJ,STADSKANAAL,37,STADSKANAAL,Groningen,GGD Groningen,www.debaldakijn.picto.nl,260935,556955,pc6hnrgeentoev,,227,18.5,83.5,124.25,0.75,0,0
350,41613,19SW,19SW00,SBO Delta,Openbaar,SBAO,0,Bovenburen,76,9675HH,WINSCHOTEN,1895,OLDAMBT,Groningen,GGD Groningen,www.sbodelta.nl,265449,575326,pc6hnrgeentoev,,98,8,36.75,53.25,0,0,0
351,41780,19TV,19TV00,Wim Monnereauschool Speciale School voor Basisonderwijs,Openbaar,SBAO,0,Boven Westerdiep,10,9641LJ,VEENDAM,47,VEENDAM,Groningen,GGD Groningen,                                                                                ,254285,569532,pc6hnrgeentoev,,118,10.75,34.75,71,1.5,0,0
352,42510,19VC,19VC00,School voor Speciaal Basisonderwijs Dr Bekenkamp,Openbaar,SBAO,0,Blekerslaan,1,9724EJ,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.bekenkampschool.nl,234567,580967,pc6hnrgeentoev,,129,17,59.5,52.5,0,0,0
353,42510,19VC,19VC01,School voor Speciaal Basisonderwijs Dr Bekenkamp,Openbaar,SBAO,0,Wilgenlaan,1,9741BX,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,                                                                                ,232492,583176,pc6hnrgeentoev,,76,1.25,27.25,47.5,0,0,0
354,42510,19VC,19VC02,School voor Speciaal Basisonderwijs Dr Bekenkamp,Openbaar,SBAO,0,Travertijnstraat,2,9743SZ,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,                                                                                ,231216,581945,pc6hnrgeentoev,,65,0,18.5,45.5,1,0,0
355,42560,19RA,19RA00,SBO De Delta,Algemeen bijzonder,SBAO,0,Pastorielaan,2,9901CE,APPINGEDAM,3,APPINGEDAM,Groningen,GGD Groningen,www.sbodedelta.nl,253918,594267,pc6hnrgeentoev,,132,10.5,51.25,66.5,3.75,0,0
356,23961,00TN,00TN00,School voor Speciaal Basisonderwijs Op de Tump,Algemeen bijzonder,SBAO,0,Panheelderweg,29,6097AH,HEEL,1641,MAASGOUW,Limburg,GGD Limburg-Noord,www.sbo-opdetump.nl,189973,354228,pc6hnrgeentoev,,119,12.5,36.5,68.5,1.5,0,0
357,37663,02RU,02RU00,School voor Speciaal Basisonderwijs De Piramide,Rooms-Katholiek,SBAO,0,Picardie,32,6591JE,GENNEP,907,GENNEP,Limburg,GGD Limburg-Noord,www.sbo-piramide.nl,195672,412392,pc6hnrgeentoev,,124,9.25,45.5,67.75,1.5,0,0
358,41018,16PD,16PD00,School voor Speciaal Basisonderwijs De Opstap,Rooms-Katholiek,SBAO,0,Rijnbeekstraat,8,5913GB,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,                                                                                ,210495,376032,pc6hnrgeentoev,,82,11.5,29.5,41,0,0,0
359,41373,01CZ,01CZ00,SBO De Sprong,Rooms-Katholiek,SBAO,0,Frans van de Laarplein,3,6217NH,MAASTRICHT,935,MAASTRICHT,Limburg,GGD Zuid-Limburg,                                                                                ,175138,318505,pc6hnrgeentoev,,187,18.75,56.25,106,6,0,0
360,41373,03LO,03LO00,SBO De Opstap,Rooms-Katholiek,SBAO,0,Marienwaard,57,6222AM,MAASTRICHT,935,MAASTRICHT,Limburg,GGD Zuid-Limburg,                                                                                ,178574,320137,pc6hnrgeentoev,,198,15.25,57.5,119.25,6,0,0
361,41506,17VV,17VV00,School voor Speciaal Basisonderwijs St Bernardus,Rooms-Katholiek,SBAO,0,Landsraderweg,15,6271NT,GULPEN,1729,GULPEN-WITTEM,Limburg,GGD Zuid-Limburg,www.sbo-bernardus.nl,190430,313287,pc6hnrgeentoev,,153,7,53.5,84.25,8.25,0,0
362,41506,20KL,20KL00,RK speciale school voor basisonderwijs de Griffel,Rooms-Katholiek,SBAO,0,Heldevierlaan,6,6415SB,HEERLEN,917,HEERLEN,Limburg,GGD Zuid-Limburg,                                                                                ,196638,323388,pc6hnrgeentoev,,198,16.75,77.75,94.5,9,0,0
363,41516,00RX,00RX00,SBO Arcadia,Rooms-Katholiek,SBAO,0,Schoolstraat,86 -88,6466HX,KERKRADE,928,KERKRADE,Limburg,GGD Zuid-Limburg,www.sbo-arcadia.nl,199609,318832,pc6hnr,,131,7.5,39.25,82.75,1.5,0,0
364,41516,04TP,04TP00,School voor Speciaal Basisonderwijs De Wissel,Algemeen bijzonder,SBAO,0,Hereweg,175,6371LZ,LANDGRAAF,882,LANDGRAAF,Limburg,GGD Zuid-Limburg,www.sbodewissel.net,200017,323711,pc6hnrgeentoev,,124,8.25,41.75,69.5,4.5,0,0
365,41516,20AG,20AG00,SBO De Boemerang,Rooms-Katholiek,SBAO,0,De Insel,21,6442AJ,BRUNSSUM,899,BRUNSSUM,Limburg,GGD Zuid-Limburg,www.sbodeboemerang.nl,196818,329074,pc6hnrgeentoev,,145,19.75,57.25,67.25,0.75,0,0
366,41692,23HG,23HG00,School voor Speciaal Basisonderwijs De Balans,Rooms-Katholiek,SBAO,0,Kasteel Hillenraedtstr,36,6043HK,ROERMOND,957,ROERMOND,Limburg,GGD Limburg-Noord,www.sbo-debalans.nl,198275,355792,pc6hnrgeentoev,,167,21.5,73,72.5,0,0,0
367,41692,23HG,23HG02,School voor Speciale Basisonderwijs De Balans,Rooms-Katholiek,SBAO,0,Lief-Vrouweveld,1,6045AM,ROERMOND,957,ROERMOND,Limburg,GGD Limburg-Noord,                                                                                ,197638,355018,pc6hnrgeentoev,,69,0,0,58.5,10.5,0,0
368,44397,00SQ,00SQ00,School voor Speciaal Basisonderwijs Focus,Rooms-Katholiek,SBAO,0,Groenewoltsepad,2,5801AP,VENRAY,984,VENRAY,Limburg,GGD Limburg-Noord,                                                                                ,195677,392511,pc6hnrgeentoev,,79,4.5,36,38.5,0,0,0
369,47920,00YG,00YG00,School voor Speciaal Basisonderwijs De Peelhorst,Rooms-Katholiek,SBAO,0,Gebr. van Doornelaan,17,5961BA,HORST,1507,HORST AAN DE MAAS,Limburg,GGD Limburg-Noord,www.peelhorst.nl,201007,385759,pc6hnrgeentoev,,108,7.5,46.25,54.25,0,0,0
370,47959,02EG,02EG00,School voor Speciaal Basisonderwijs De Fontein,Rooms-Katholiek,SBAO,0,Jan v.d. Boschstraat,1,5988ED,HELDEN,1894,PEEL EN MAAS,Limburg,GGD Limburg-Noord,                                                                                ,197894,370591,pc6hnrgeentoev,,29,1.5,9.5,18,0,0,0
371,50819,00LS,00LS00,School voor Speciaal Basisonderwijs Het Palet,Rooms-Katholiek,SBAO,0,Beatrixlaan,1,6006AH,WEERT,988,WEERT,Limburg,GGD Limburg-Noord,www.sbo-palet.nl,177436,361900,pc6hnrgeentoev,,150,11.5,47.25,91.25,0,0,0
372,75597,03SP,03SP00,School voor Speciaal Basisonderwijs De Lings,Rooms-Katholiek,SBAO,0,van Wevelickhovenstraat,9,5931KS,TEGELEN,983,VENLO,Limburg,GGD Limburg-Noord,www.lings.kerobei.nl,207898,373111,pc6hnrgeentoev,,117,13.25,35,65,3.75,0,0
373,75597,17KV,17KV00,School voor Speciaal Basisonderwijs De Schans,Rooms-Katholiek,SBAO,0,Albert Verweystraat,4,5921AZ,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,www.hazenkamp.kerobei.nl,207617,375777,pc6hnrgeentoev,,90,16,31,43,0,0,0
374,83280,01DM,01DM00,School voor Speciaal Basisonderwijs Het Mozaiek,Rooms-Katholiek,SBAO,0,Valkstraat,2,6135GC,SITTARD,1883,SITTARD-GELEEN,Limburg,GGD Zuid-Limburg,www.sbohetmozaiek-sittard.nl,187894,334903,pc6hnrgeentoev,,177,15.5,60,91.75,9.75,0,0
375,83280,01GE,01GE00,School voor Speciaal Basisonderwijs De Horst,Algemeen bijzonder,SBAO,0,Kerkveldsweg Oost,7,6101NM,ECHT,1711,ECHT-SUSTEREN,Limburg,GGD Limburg-Noord,www.sbodehorst.nl,189627,345849,pc6hnrgeentoev,,131,8.25,56.75,66,0,0,0
376,83280,02RS,02RS00,SBO De Blinker,Algemeen bijzonder,SBAO,0,Eloystraat,1-A,6166XM,GELEEN,1883,SITTARD-GELEEN,Limburg,GGD Zuid-Limburg,                                                                                ,186422,331455,pc6hnrtoev,,195,14.5,64.25,112.5,3.75,0,0
377,30185,24DE,24DE01,School voor Speciaal Basisonderwijs De Akker,Reformatorisch,SBAO,0,Sportlaan,4-a,4251GD,WERKENDAM,870,WERKENDAM,Noord-Brabant,GGD West-Brabant,                                                                                ,121124,424495,pc6hnr,,53,8.25,16,28,0.75,0,0
378,31384,05JT,05JT00,School voor Speciaal Basisonderwijs De Zonnewijzer,Rooms-Katholiek,SBAO,0,Haagstraat,136,5552HP,VALKENSWAARD,858,VALKENSWAARD,Noord-Brabant,GGD Brabant-Zuidoost,www.sbodezonnewijzer.nl,159664,374587,pc6hnrgeentoev,,119,11.5,47.25,60.25,0,0,0
379,32177,20LC,20LC00,RK School voor Speciaal Basisonderwijs De Tandem,Rooms-Katholiek,SBAO,0,Ereprijsstraat,1,5402GA,UDEN,856,UDEN,Noord-Brabant,GGD Hart voor Brabant,www.sbodetandemuden.nl,171099,408039,pc6hnrgeentoev,,162,12.25,60.25,85,4.5,0,0
380,32580,02RT,02RT00,School voor Speciaal Basisonderwijs Petrus Donders,Rooms-Katholiek,SBAO,0,De Stroom,15,5421HB,GEMERT,1652,GEMERT-BAKEL,Noord-Brabant,GGD Brabant-Zuidoost,www.petrusdondersschool.net,175856,395934,pc6hnrgeentoev,,165,8.5,57.75,94.25,4.5,0,0
381,40278,12XR,12XR00,Speciale School voor Basisonderwijs De Wissel,Rooms-Katholiek,SBAO,0,Van Oldeneellaan,18,4902ZC,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.dewisselsbo.nl,118760,405579,pc6hnrgeentoev,,163,22.5,89,51.5,0,0,0
382,40278,12XR,12XR01,Speciale School voor Basisonderwijs De Wissel,Rooms-Katholiek,SBAO,0,Nijenrode,4,4901CZ,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,                                                                                ,118859,406749,pc6hnrgeentoev,,107,0,3,98,6,0,0
383,40378,14VJ,14VJ00,School voor Speciaal Basisonderwijs De reis van Brandaan,Rooms-Katholiek,SBAO,0,Kanunnikensven,1,5646JD,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,163514,380923,pc6hnrgeentoev,,75,16.25,25.5,33.25,0,0,0
384,40378,14VJ,14VJ01,School voor Speciaal Basisonderwijs De Brandaan,Rooms-Katholiek,SBAO,0,Kronehoefstraat,30-A,5622AC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,160679,384881,pc6hnrtoev,,100,7.5,32,58.25,2.25,0,0
385,40378,19QB,19QB00,School voor Speciaal Basisonderwijs Petra,Protestants-Christelijk,SBAO,0,Faunuslaan,19,5631KN,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,162474,386066,pc6hnrgeentoev,,152,27,67.5,56.75,0.75,0,0
